"Date","Price","Open","High","Low","Vol.","Change %"
"2016-11-17","6,563.26","6,563.26","6,563.26","6,563.26","","0.51%"
"2016-11-16","6,530.23","6,530.23","6,530.23","6,530.23","","-0.11%"
"2016-11-15","6,537.58","6,537.58","6,537.58","6,537.58","","0.72%"
"2016-11-14","6,490.71","6,490.71","6,490.71","6,490.71","","0.23%"
"2016-11-11","6,475.98","6,475.98","6,475.98","6,475.98","","0.12%"
"2016-11-10","6,468.08","6,468.08","6,468.08","6,468.08","","0.28%"
"2016-11-09","6,449.84","6,449.84","6,449.84","6,449.84","","1.30%"
"2016-11-08","6,366.98","6,366.98","6,366.98","6,366.98","","0.40%"
"2016-11-07","6,341.36","6,341.36","6,341.36","6,341.36","","2.22%"
"2016-11-04","6,203.77","6,203.77","6,203.77","6,203.77","","-0.07%"
"2016-11-03","6,208.05","6,208.05","6,208.05","6,208.05","","-0.40%"
"2016-11-02","6,233.16","6,233.16","6,233.16","6,233.16","","-0.74%"
"2016-11-01","6,279.44","6,279.44","6,279.44","6,279.44","","-0.71%"
"2016-10-31","6,324.05","6,324.05","6,324.05","6,324.05","","0.04%"
"2016-10-28","6,321.33","6,321.33","6,321.33","6,321.33","","-0.26%"
"2016-10-27","6,338.03","6,338.03","6,338.03","6,338.03","","-0.41%"
"2016-10-26","6,364.17","6,364.17","6,364.17","6,364.17","","-0.26%"
"2016-10-25","6,380.56","6,380.56","6,380.56","6,380.56","","-0.46%"
"2016-10-24","6,409.91","6,409.91","6,409.91","6,409.91","","0.49%"
"2016-10-21","6,378.70","6,378.70","6,378.70","6,378.70","","-0.02%"
"2016-10-20","6,379.85","6,379.85","6,379.85","6,379.85","","-0.16%"
"2016-10-19","6,390.02","6,390.02","6,390.02","6,390.02","","0.27%"
"2016-10-18","6,372.84","6,372.84","6,372.84","6,372.84","","0.62%"
"2016-10-17","6,333.72","6,333.72","6,333.72","6,333.72","","-0.28%"
"2016-10-14","6,351.39","6,351.39","6,351.39","6,351.39","","-0.02%"
"2016-10-13","6,352.91","6,352.91","6,352.91","6,352.91","","-0.35%"
"2016-10-12","6,375.26","6,375.26","6,375.26","6,375.26","","0.11%"
"2016-10-11","6,368.36","6,368.36","6,368.36","6,368.36","","-1.30%"
"2016-10-10","6,452.41","6,452.41","6,452.41","6,452.41","","0.53%"
"2016-10-07","6,418.61","6,418.61","6,418.61","6,418.61","","-0.37%"
"2016-10-06","6,442.75","6,442.75","6,442.75","6,442.75","","-0.01%"
"2016-10-05","6,443.42","6,443.42","6,443.42","6,443.42","","0.48%"
"2016-10-04","6,412.48","6,412.48","6,412.48","6,412.48","","-0.49%"
"2016-10-03","6,443.95","6,443.95","6,443.95","6,443.95","","-0.33%"
"2016-09-30","6,465.12","6,465.12","6,465.12","6,465.12","","0.81%"
"2016-09-29","6,413.13","6,413.13","6,413.13","6,413.13","","-0.98%"
"2016-09-28","6,476.31","6,476.31","6,476.31","6,476.31","","0.60%"
"2016-09-27","6,437.94","6,437.94","6,437.94","6,437.94","","0.58%"
"2016-09-26","6,400.78","6,400.78","6,400.78","6,400.78","","-0.83%"
"2016-09-23","6,454.43","6,454.43","6,454.43","6,454.43","","-0.58%"
"2016-09-22","6,491.81","6,491.81","6,491.81","6,491.81","","0.76%"
"2016-09-21","6,443.12","6,443.12","6,443.12","6,443.12","","1.12%"
"2016-09-20","6,371.75","6,371.75","6,371.75","6,371.75","","-0.03%"
"2016-09-19","6,373.66","6,373.66","6,373.66","6,373.66","","0.10%"
"2016-09-16","6,367.45","6,367.45","6,367.45","6,367.45","","-0.36%"
"2016-09-15","6,390.16","6,390.16","6,390.16","6,390.16","","1.04%"
"2016-09-14","6,324.37","6,324.37","6,324.37","6,324.37","","-0.05%"
"2016-09-13","6,327.83","6,327.83","6,327.83","6,327.83","","-1.51%"
"2016-09-12","6,425.08","6,425.08","6,425.08","6,425.08","","1.44%"
"2016-09-09","6,333.99","6,333.99","6,333.99","6,333.99","","-2.53%"
"2016-09-08","6,498.68","6,498.68","6,498.68","6,498.68","","-0.23%"
"2016-09-07","6,513.53","6,513.53","6,513.53","6,513.53","","0.10%"
"2016-09-06","6,507.23","6,507.23","6,507.23","6,507.23","","0.28%"
"2016-09-02","6,489.27","6,489.27","6,489.27","6,489.27","","0.51%"
"2016-09-01","6,456.26","6,456.26","6,456.26","6,456.26","","0.02%"
"2016-08-31","6,454.97","6,454.97","6,454.97","6,454.97","","-0.24%"
"2016-08-30","6,470.45","6,470.45","6,470.45","6,470.45","","-0.15%"
"2016-08-29","6,479.88","6,479.88","6,479.88","6,479.88","","0.54%"
"2016-08-26","6,444.81","6,444.81","6,444.81","6,444.81","","-0.18%"
"2016-08-25","6,456.21","6,456.21","6,456.21","6,456.21","","-0.07%"
"2016-08-24","6,461.03","6,461.03","6,461.03","6,461.03","","-0.58%"
"2016-08-23","6,498.44","6,498.44","6,498.44","6,498.44","","0.26%"
"2016-08-22","6,481.28","6,481.28","6,481.28","6,481.28","","-0.01%"
"2016-08-19","6,481.93","6,481.93","6,481.93","6,481.93","","-0.12%"
"2016-08-18","6,489.58","6,489.58","6,489.58","6,489.58","","0.29%"
"2016-08-17","6,470.50","6,470.50","6,470.50","6,470.50","","0.13%"
"2016-08-16","6,462.03","6,462.03","6,462.03","6,462.03","","-0.59%"
"2016-08-15","6,500.57","6,500.57","6,500.57","6,500.57","","0.38%"
"2016-08-12","6,475.68","6,475.68","6,475.68","6,475.68","","-0.06%"
"2016-08-11","6,479.63","6,479.63","6,479.63","6,479.63","","0.47%"
"2016-08-10","6,449.16","6,449.16","6,449.16","6,449.16","","-0.29%"
"2016-08-09","6,468.03","6,468.03","6,468.03","6,468.03","","0.06%"
"2016-08-08","6,464.11","6,464.11","6,464.11","6,464.11","","-0.07%"
"2016-08-05","6,468.68","6,468.68","6,468.68","6,468.68","","0.88%"
"2016-08-04","6,412.22","6,412.22","6,412.22","6,412.22","","0.05%"
"2016-08-03","6,408.80","6,408.80","6,408.80","6,408.80","","0.42%"
"2016-08-02","6,382.27","6,382.27","6,382.27","6,382.27","","-0.73%"
"2016-08-01","6,429.52","6,429.52","6,429.52","6,429.52","","-0.14%"
"2016-07-29","6,438.55","6,438.55","6,438.55","6,438.55","","0.20%"
"2016-07-28","6,425.95","6,425.95","6,425.95","6,425.95","","0.18%"
"2016-07-27","6,414.52","6,414.52","6,414.52","6,414.52","","-0.13%"
"2016-07-26","6,422.65","6,422.65","6,422.65","6,422.65","","0.12%"
"2016-07-25","6,414.98","6,414.98","6,414.98","6,414.98","","-0.29%"
"2016-07-22","6,433.90","6,433.90","6,433.90","6,433.90","","0.49%"
"2016-07-21","6,402.23","6,402.23","6,402.23","6,402.23","","-0.37%"
"2016-07-20","6,425.73","6,425.73","6,425.73","6,425.73","","0.49%"
"2016-07-19","6,394.54","6,394.54","6,394.54","6,394.54","","-0.19%"
"2016-07-18","6,406.51","6,406.51","6,406.51","6,406.51","","0.24%"
"2016-07-15","6,391.37","6,391.37","6,391.37","6,391.37","","-0.06%"
"2016-07-14","6,394.89","6,394.89","6,394.89","6,394.89","","0.47%"
"2016-07-13","6,365.28","6,365.28","6,365.28","6,365.28","","-0.04%"
"2016-07-12","6,367.58","6,367.58","6,367.58","6,367.58","","0.76%"
"2016-07-11","6,319.75","6,319.75","6,319.75","6,319.75","","0.42%"
"2016-07-08","6,293.58","6,293.58","6,293.58","6,293.58","","1.61%"
"2016-07-07","6,194.08","6,194.08","6,194.08","6,194.08","","-0.02%"
"2016-07-06","6,195.27","6,195.27","6,195.27","6,195.27","","0.58%"
"2016-07-05","6,159.76","6,159.76","6,159.76","6,159.76","","-0.78%"
"2016-07-01","6,208.26","6,208.26","6,208.26","6,208.26","","0.25%"
"2016-06-30","6,192.78","6,192.78","6,192.78","6,192.78","","1.40%"
"2016-06-29","6,107.55","6,107.55","6,107.55","6,107.55","","1.78%"
"2016-06-28","6,000.82","6,000.82","6,000.82","6,000.82","","1.82%"
"2016-06-27","5,893.42","5,893.42","5,893.42","5,893.42","","-2.02%"
"2016-06-24","6,014.93","6,014.93","6,014.93","6,014.93","","-3.65%"
"2016-06-23","6,242.57","6,242.57","6,242.57","6,242.57","","1.42%"
"2016-06-22","6,155.03","6,155.03","6,155.03","6,155.03","","-0.20%"
"2016-06-21","6,167.11","6,167.11","6,167.11","6,167.11","","0.20%"
"2016-06-20","6,154.84","6,154.84","6,154.84","6,154.84","","0.67%"
"2016-06-17","6,113.96","6,113.96","6,113.96","6,113.96","","-0.29%"
"2016-06-16","6,131.51","6,131.51","6,131.51","6,131.51","","0.25%"
"2016-06-15","6,116.06","6,116.06","6,116.06","6,116.06","","-0.10%"
"2016-06-14","6,122.48","6,122.48","6,122.48","6,122.48","","-0.20%"
"2016-06-13","6,134.83","6,134.83","6,134.83","6,134.83","","-0.80%"
"2016-06-10","6,184.50","6,184.50","6,184.50","6,184.50","","-1.03%"
"2016-06-09","6,248.85","6,248.85","6,248.85","6,248.85","","-0.23%"
"2016-06-08","6,263.24","6,263.24","6,263.24","6,263.24","","0.38%"
"2016-06-07","6,239.43","6,239.43","6,239.43","6,239.43","","0.16%"
"2016-06-06","6,229.48","6,229.48","6,229.48","6,229.48","","0.56%"
"2016-06-03","6,194.74","6,194.74","6,194.74","6,194.74","","-0.33%"
"2016-06-02","6,215.40","6,215.40","6,215.40","6,215.40","","0.37%"
"2016-06-01","6,192.72","6,192.72","6,192.72","6,192.72","","0.20%"
"2016-05-31","6,180.07","6,180.07","6,180.07","6,180.07","","-0.03%"
"2016-05-27","6,181.70","6,181.70","6,181.70","6,181.70","","0.50%"
"2016-05-26","6,151.02","6,151.02","6,151.02","6,151.02","","-0.04%"
"2016-05-25","6,153.40","6,153.40","6,153.40","6,153.40","","0.70%"
"2016-05-24","6,110.85","6,110.85","6,110.85","6,110.85","","1.43%"
"2016-05-23","6,024.60","6,024.60","6,024.60","6,024.60","","-0.20%"
"2016-05-20","6,036.44","6,036.44","6,036.44","6,036.44","","0.76%"
"2016-05-19","5,991.02","5,991.02","5,991.02","5,991.02","","-0.41%"
"2016-05-18","6,015.86","6,015.86","6,015.86","6,015.86","","0.05%"
"2016-05-17","6,013.03","6,013.03","6,013.03","6,013.03","","-0.95%"
"2016-05-16","6,070.41","6,070.41","6,070.41","6,070.41","","1.01%"
"2016-05-13","6,009.74","6,009.74","6,009.74","6,009.74","","-0.81%"
"2016-05-12","6,058.59","6,058.59","6,058.59","6,058.59","","-0.08%"
"2016-05-11","6,063.48","6,063.48","6,063.48","6,063.48","","-0.93%"
"2016-05-10","6,120.59","6,120.59","6,120.59","6,120.59","","1.23%"
"2016-05-09","6,046.09","6,046.09","6,046.09","6,046.09","","0.09%"
"2016-05-06","6,040.67","6,040.67","6,040.67","6,040.67","","0.36%"
"2016-05-05","6,019.14","6,019.14","6,019.14","6,019.14","","-0.06%"
"2016-05-04","6,022.87","6,022.87","6,022.87","6,022.87","","-0.59%"
"2016-05-03","6,058.89","6,058.89","6,058.89","6,058.89","","-0.99%"
"2016-05-02","6,119.25","6,119.25","6,119.25","6,119.25","","0.79%"
"2016-04-29","6,071.45","6,071.45","6,071.45","6,071.45","","-0.53%"
"2016-04-28","6,103.73","6,103.73","6,103.73","6,103.73","","-0.95%"
"2016-04-27","6,162.57","6,162.57","6,162.57","6,162.57","","0.20%"
"2016-04-26","6,150.54","6,150.54","6,150.54","6,150.54","","0.30%"
"2016-04-25","6,131.94","6,131.94","6,131.94","6,131.94","","-0.25%"
"2016-04-22","6,147.39","6,147.39","6,147.39","6,147.39","","0.15%"
"2016-04-21","6,138.42","6,138.42","6,138.42","6,138.42","","-0.52%"
"2016-04-20","6,170.39","6,170.39","6,170.39","6,170.39","","0.10%"
"2016-04-19","6,164.26","6,164.26","6,164.26","6,164.26","","0.30%"
"2016-04-18","6,145.63","6,145.63","6,145.63","6,145.63","","0.63%"
"2016-04-15","6,106.90","6,106.90","6,106.90","6,106.90","","-0.04%"
"2016-04-14","6,109.53","6,109.53","6,109.53","6,109.53","","-0.01%"
"2016-04-13","6,109.89","6,109.89","6,109.89","6,109.89","","1.18%"
"2016-04-12","6,038.54","6,038.54","6,038.54","6,038.54","","0.97%"
"2016-04-11","5,980.76","5,980.76","5,980.76","5,980.76","","-0.28%"
"2016-04-08","5,997.40","5,997.40","5,997.40","5,997.40","","0.31%"
"2016-04-07","5,978.75","5,978.75","5,978.75","5,978.75","","-1.21%"
"2016-04-06","6,052.28","6,052.28","6,052.28","6,052.28","","1.11%"
"2016-04-05","5,986.05","5,986.05","5,986.05","5,986.05","","-1.01%"
"2016-04-04","6,046.92","6,046.92","6,046.92","6,046.92","","-0.37%"
"2016-04-01","6,069.58","6,069.58","6,069.58","6,069.58","","0.59%"
"2016-03-31","6,034.05","6,034.05","6,034.05","6,034.05","","-0.10%"
"2016-03-30","6,040.28","6,040.28","6,040.28","6,040.28","","0.40%"
"2016-03-29","6,016.24","6,016.24","6,016.24","6,016.24","","1.09%"
"2016-03-28","5,951.16","5,951.16","5,951.16","5,951.16","","0.06%"
"2016-03-24","5,947.37","5,947.37","5,947.37","5,947.37","","0.01%"
"2016-03-23","5,946.89","5,946.89","5,946.89","5,946.89","","-0.82%"
"2016-03-22","5,995.97","5,995.97","5,995.97","5,995.97","","-0.05%"
"2016-03-21","5,998.97","5,998.97","5,998.97","5,998.97","","0.08%"
"2016-03-18","5,994.09","5,994.09","5,994.09","5,994.09","","0.49%"
"2016-03-17","5,965.01","5,965.01","5,965.01","5,965.01","","0.76%"
"2016-03-16","5,920.14","5,920.14","5,920.14","5,920.14","","0.63%"
"2016-03-15","5,882.99","5,882.99","5,882.99","5,882.99","","-0.36%"
"2016-03-14","5,904.20","5,904.20","5,904.20","5,904.20","","-0.15%"
"2016-03-11","5,913.02","5,913.02","5,913.02","5,913.02","","1.76%"
"2016-03-10","5,810.96","5,810.96","5,810.96","5,810.96","","-0.08%"
"2016-03-09","5,815.66","5,815.66","5,815.66","5,815.66","","0.52%"
"2016-03-08","5,785.79","5,785.79","5,785.79","5,785.79","","-1.29%"
"2016-03-07","5,861.65","5,861.65","5,861.65","5,861.65","","0.21%"
"2016-03-04","5,849.22","5,849.22","5,849.22","5,849.22","","0.38%"
"2016-03-03","5,827.20","5,827.20","5,827.20","5,827.20","","0.49%"
"2016-03-02","5,799.07","5,799.07","5,799.07","5,799.07","","0.52%"
"2016-03-01","5,768.90","5,768.90","5,768.90","5,768.90","","2.34%"
"2016-02-29","5,637.16","5,637.16","5,637.16","5,637.16","","-0.72%"
"2016-02-26","5,677.79","5,677.79","5,677.79","5,677.79","","-0.04%"
"2016-02-25","5,679.95","5,679.95","5,679.95","5,679.95","","1.15%"
"2016-02-24","5,615.20","5,615.20","5,615.20","5,615.20","","0.51%"
"2016-02-23","5,586.89","5,586.89","5,586.89","5,586.89","","-1.19%"
"2016-02-22","5,654.25","5,654.25","5,654.25","5,654.25","","1.44%"
"2016-02-19","5,573.89","5,573.89","5,573.89","5,573.89","","0.05%"
"2016-02-18","5,571.08","5,571.08","5,571.08","5,571.08","","-0.46%"
"2016-02-17","5,596.91","5,596.91","5,596.91","5,596.91","","1.70%"
"2016-02-16","5,503.52","5,503.52","5,503.52","5,503.52","","1.81%"
"2016-02-12","5,405.80","5,405.80","5,405.80","5,405.80","","1.97%"
"2016-02-11","5,301.37","5,301.37","5,301.37","5,301.37","","-1.23%"
"2016-02-10","5,367.22","5,367.22","5,367.22","5,367.22","","0.05%"
"2016-02-09","5,364.61","5,364.61","5,364.61","5,364.61","","-0.13%"
"2016-02-08","5,371.68","5,371.68","5,371.68","5,371.68","","-1.57%"
"2016-02-05","5,457.17","5,457.17","5,457.17","5,457.17","","-2.04%"
"2016-02-04","5,570.62","5,570.62","5,570.62","5,570.62","","0.27%"
"2016-02-03","5,555.89","5,555.89","5,555.89","5,555.89","","0.52%"
"2016-02-02","5,527.07","5,527.07","5,527.07","5,527.07","","-1.96%"
"2016-02-01","5,637.29","5,637.29","5,637.29","5,637.29","","-0.03%"
"2016-01-29","5,638.98","5,638.98","5,638.98","5,638.98","","2.59%"
"2016-01-28","5,496.86","5,496.86","5,496.86","5,496.86","","0.41%"
"2016-01-27","5,474.27","5,474.27","5,474.27","5,474.27","","-1.14%"
"2016-01-26","5,537.13","5,537.13","5,537.13","5,537.13","","1.53%"
"2016-01-25","5,453.70","5,453.70","5,453.70","5,453.70","","-1.66%"
"2016-01-22","5,545.89","5,545.89","5,545.89","5,545.89","","2.11%"
"2016-01-21","5,431.18","5,431.18","5,431.18","5,431.18","","0.43%"
"2016-01-20","5,408.00","5,408.00","5,408.00","5,408.00","","-1.00%"
"2016-01-19","5,462.73","5,462.73","5,462.73","5,462.73","","-0.15%"
"2016-01-15","5,470.88","5,470.88","5,470.88","5,470.88","","-2.10%"
"2016-01-14","5,588.05","5,588.05","5,588.05","5,588.05","","1.59%"
"2016-01-13","5,500.56","5,500.56","5,500.56","5,500.56","","-2.59%"
"2016-01-12","5,647.01","5,647.01","5,647.01","5,647.01","","0.68%"
"2016-01-11","5,608.61","5,608.61","5,608.61","5,608.61","","-0.02%"
"2016-01-08","5,609.90","5,609.90","5,609.90","5,609.90","","-1.14%"
"2016-01-07","5,674.51","5,674.51","5,674.51","5,674.51","","-2.43%"
"2016-01-06","5,815.73","5,815.73","5,815.73","5,815.73","","-1.32%"
"2016-01-05","5,893.74","5,893.74","5,893.74","5,893.74","","0.18%"
"2016-01-04","5,883.32","5,883.32","5,883.32","5,883.32","","-1.55%"
"2015-12-31","5,976.18","5,976.18","5,976.18","5,976.18","","-0.92%"
"2015-12-30","6,031.66","6,031.66","6,031.66","6,031.66","","-0.73%"
"2015-12-29","6,076.04","6,076.04","6,076.04","6,076.04","","1.05%"
"2015-12-28","6,012.62","6,012.62","6,012.62","6,012.62","","-0.26%"
"2015-12-24","6,028.14","6,028.14","6,028.14","6,028.14","","-0.12%"
"2015-12-23","6,035.10","6,035.10","6,035.10","6,035.10","","1.28%"
"2015-12-22","5,958.88","5,958.88","5,958.88","5,958.88","","0.88%"
"2015-12-21","5,906.76","5,906.76","5,906.76","5,906.76","","0.74%"
"2015-12-18","5,863.28","5,863.28","5,863.28","5,863.28","","-1.67%"
"2015-12-17","5,963.02","5,963.02","5,963.02","5,963.02","","-1.45%"
"2015-12-16","6,050.82","6,050.82","6,050.82","6,050.82","","1.46%"
"2015-12-15","5,963.51","5,963.51","5,963.51","5,963.51","","1.11%"
"2015-12-14","5,898.24","5,898.24","5,898.24","5,898.24","","0.29%"
"2015-12-11","5,881.47","5,881.47","5,881.47","5,881.47","","-1.95%"
"2015-12-10","5,998.19","5,998.19","5,998.19","5,998.19","","0.25%"
"2015-12-09","5,982.97","5,982.97","5,982.97","5,982.97","","-0.82%"
"2015-12-08","6,032.24","6,032.24","6,032.24","6,032.24","","-0.62%"
"2015-12-07","6,069.66","6,069.66","6,069.66","6,069.66","","-0.82%"
"2015-12-04","6,119.97","6,119.97","6,119.97","6,119.97","","1.88%"
"2015-12-03","6,007.20","6,007.20","6,007.20","6,007.20","","-1.47%"
"2015-12-02","6,096.90","6,096.90","6,096.90","6,096.90","","-1.07%"
"2015-12-01","6,162.61","6,162.61","6,162.61","6,162.61","","1.00%"
"2015-11-30","6,101.42","6,101.42","6,101.42","6,101.42","","-0.46%"
"2015-11-27","6,129.50","6,129.50","6,129.50","6,129.50","","0.12%"
"2015-11-25","6,122.25","6,122.25","6,122.25","6,122.25","","0.10%"
"2015-11-24","6,116.40","6,116.40","6,116.40","6,116.40","","0.20%"
"2015-11-23","6,103.96","6,103.96","6,103.96","6,103.96","","-0.05%"
"2015-11-20","6,106.72","6,106.72","6,106.72","6,106.72","","0.40%"
"2015-11-19","6,082.26","6,082.26","6,082.26","6,082.26","","-0.14%"
"2015-11-18","6,090.68","6,090.68","6,090.68","6,090.68","","1.62%"
"2015-11-17","5,993.41","5,993.41","5,993.41","5,993.41","","-0.13%"
"2015-11-16","6,001.16","6,001.16","6,001.16","6,001.16","","1.41%"
"2015-11-13","5,917.80","5,917.80","5,917.80","5,917.80","","-1.04%"
"2015-11-12","5,980.06","5,980.06","5,980.06","5,980.06","","-1.46%"
"2015-11-11","6,068.35","6,068.35","6,068.35","6,068.35","","-0.40%"
"2015-11-10","6,092.53","6,092.53","6,092.53","6,092.53","","0.19%"
"2015-11-09","6,080.79","6,080.79","6,080.79","6,080.79","","-0.98%"
"2015-11-06","6,140.80","6,140.80","6,140.80","6,140.80","","0.03%"
"2015-11-05","6,139.01","6,139.01","6,139.01","6,139.01","","-0.10%"
"2015-11-04","6,144.94","6,144.94","6,144.94","6,144.94","","-0.28%"
"2015-11-03","6,162.29","6,162.29","6,162.29","6,162.29","","0.27%"
"2015-11-02","6,145.96","6,145.96","6,145.96","6,145.96","","1.29%"
"2015-10-30","6,067.78","6,067.78","6,067.78","6,067.78","","-0.41%"
"2015-10-29","6,092.87","6,092.87","6,092.87","6,092.87","","-0.17%"
"2015-10-28","6,103.12","6,103.12","6,103.12","6,103.12","","1.39%"
"2015-10-27","6,019.51","6,019.51","6,019.51","6,019.51","","-0.37%"
"2015-10-26","6,041.89","6,041.89","6,041.89","6,041.89","","-0.21%"
"2015-10-23","6,054.50","6,054.50","6,054.50","6,054.50","","1.04%"
"2015-10-22","5,992.42","5,992.42","5,992.42","5,992.42","","1.50%"
"2015-10-21","5,903.85","5,903.85","5,903.85","5,903.85","","-0.71%"
"2015-10-20","5,946.35","5,946.35","5,946.35","5,946.35","","-0.13%"
"2015-10-19","5,954.34","5,954.34","5,954.34","5,954.34","","0.04%"
"2015-10-16","5,951.75","5,951.75","5,951.75","5,951.75","","0.37%"
"2015-10-15","5,929.54","5,929.54","5,929.54","5,929.54","","1.55%"
"2015-10-14","5,839.20","5,839.20","5,839.20","5,839.20","","-0.51%"
"2015-10-13","5,869.35","5,869.35","5,869.35","5,869.35","","-0.76%"
"2015-10-12","5,914.24","5,914.24","5,914.24","5,914.24","","0.07%"
"2015-10-09","5,910.17","5,910.17","5,910.17","5,910.17","","0.10%"
"2015-10-08","5,904.31","5,904.31","5,904.31","5,904.31","","0.88%"
"2015-10-07","5,852.96","5,852.96","5,852.96","5,852.96","","0.94%"
"2015-10-06","5,798.44","5,798.44","5,798.44","5,798.44","","-0.42%"
"2015-10-05","5,822.71","5,822.71","5,822.71","5,822.71","","1.87%"
"2015-10-02","5,715.55","5,715.55","5,715.55","5,715.55","","1.48%"
"2015-10-01","5,632.08","5,632.08","5,632.08","5,632.08","","0.15%"
"2015-09-30","5,623.60","5,623.60","5,623.60","5,623.60","","1.86%"
"2015-09-29","5,520.89","5,520.89","5,520.89","5,520.89","","0.02%"
"2015-09-28","5,519.69","5,519.69","5,519.69","5,519.69","","-2.64%"
"2015-09-25","5,669.40","5,669.40","5,669.40","5,669.40","","-0.20%"
"2015-09-24","5,680.59","5,680.59","5,680.59","5,680.59","","-0.37%"
"2015-09-23","5,701.56","5,701.56","5,701.56","5,701.56","","-0.23%"
"2015-09-22","5,714.83","5,714.83","5,714.83","5,714.83","","-1.28%"
"2015-09-21","5,789.10","5,789.10","5,789.10","5,789.10","","0.36%"
"2015-09-18","5,768.42","5,768.42","5,768.42","5,768.42","","-1.58%"
"2015-09-17","5,860.93","5,860.93","5,860.93","5,860.93","","-0.14%"
"2015-09-16","5,869.06","5,869.06","5,869.06","5,869.06","","0.87%"
"2015-09-15","5,818.20","5,818.20","5,818.20","5,818.20","","1.24%"
"2015-09-14","5,746.83","5,746.83","5,746.83","5,746.83","","-0.40%"
"2015-09-11","5,769.70","5,769.70","5,769.70","5,769.70","","0.48%"
"2015-09-10","5,742.35","5,742.35","5,742.35","5,742.35","","0.49%"
"2015-09-09","5,714.35","5,714.35","5,714.35","5,714.35","","-1.34%"
"2015-09-08","5,791.85","5,791.85","5,791.85","5,791.85","","2.47%"
"2015-09-04","5,652.08","5,652.08","5,652.08","5,652.08","","-1.42%"
"2015-09-03","5,733.59","5,733.59","5,733.59","5,733.59","","0.14%"
"2015-09-02","5,725.76","5,725.76","5,725.76","5,725.76","","1.80%"
"2015-09-01","5,624.57","5,624.57","5,624.57","5,624.57","","-2.90%"
"2015-08-31","5,792.39","5,792.39","5,792.39","5,792.39","","-0.79%"
"2015-08-28","5,838.38","5,838.38","5,838.38","5,838.38","","0.20%"
"2015-08-27","5,826.68","5,826.68","5,826.68","5,826.68","","2.42%"
"2015-08-26","5,688.90","5,688.90","5,688.90","5,688.90","","3.65%"
"2015-08-25","5,488.50","5,488.50","5,488.50","5,488.50","","-1.24%"
"2015-08-24","5,557.22","5,557.22","5,557.22","5,557.22","","-3.94%"
"2015-08-21","5,785.43","5,785.43","5,785.43","5,785.43","","-2.94%"
"2015-08-20","5,960.64","5,960.64","5,960.64","5,960.64","","-2.20%"
"2015-08-19","6,094.90","6,094.90","6,094.90","6,094.90","","-0.85%"
"2015-08-18","6,147.08","6,147.08","6,147.08","6,147.08","","-0.31%"
"2015-08-17","6,166.35","6,166.35","6,166.35","6,166.35","","0.62%"
"2015-08-14","6,128.10","6,128.10","6,128.10","6,128.10","","0.42%"
"2015-08-13","6,102.49","6,102.49","6,102.49","6,102.49","","-0.12%"
"2015-08-12","6,109.68","6,109.68","6,109.68","6,109.68","","0.07%"
"2015-08-11","6,105.20","6,105.20","6,105.20","6,105.20","","-0.93%"
"2015-08-10","6,162.41","6,162.41","6,162.41","6,162.41","","1.29%"
"2015-08-07","6,084.03","6,084.03","6,084.03","6,084.03","","-0.31%"
"2015-08-06","6,102.66","6,102.66","6,102.66","6,102.66","","-0.83%"
"2015-08-05","6,153.77","6,153.77","6,153.77","6,153.77","","0.34%"
"2015-08-04","6,133.21","6,133.21","6,133.21","6,133.21","","-0.20%"
"2015-08-03","6,145.46","6,145.46","6,145.46","6,145.46","","-0.31%"
"2015-07-31","6,164.54","6,164.54","6,164.54","6,164.54","","-0.12%"
"2015-07-30","6,172.09","6,172.09","6,172.09","6,172.09","","0.06%"
"2015-07-29","6,168.50","6,168.50","6,168.50","6,168.50","","0.74%"
"2015-07-28","6,123.15","6,123.15","6,123.15","6,123.15","","1.21%"
"2015-07-27","6,050.02","6,050.02","6,050.02","6,050.02","","-0.67%"
"2015-07-24","6,090.58","6,090.58","6,090.58","6,090.58","","-1.08%"
"2015-07-23","6,156.85","6,156.85","6,156.85","6,156.85","","-0.59%"
"2015-07-22","6,193.25","6,193.25","6,193.25","6,193.25","","-0.16%"
"2015-07-21","6,203.13","6,203.13","6,203.13","6,203.13","","-0.45%"
"2015-07-20","6,231.22","6,231.22","6,231.22","6,231.22","","0.01%"
"2015-07-17","6,230.58","6,230.58","6,230.58","6,230.58","","0.01%"
"2015-07-16","6,229.82","6,229.82","6,229.82","6,229.82","","0.75%"
"2015-07-15","6,183.18","6,183.18","6,183.18","6,183.18","","-0.18%"
"2015-07-14","6,194.17","6,194.17","6,194.17","6,194.17","","0.48%"
"2015-07-13","6,164.66","6,164.66","6,164.66","6,164.66","","1.09%"
"2015-07-10","6,098.11","6,098.11","6,098.11","6,098.11","","1.24%"
"2015-07-09","6,023.66","6,023.66","6,023.66","6,023.66","","0.25%"
"2015-07-08","6,008.73","6,008.73","6,008.73","6,008.73","","-1.64%"
"2015-07-07","6,109.13","6,109.13","6,109.13","6,109.13","","0.55%"
"2015-07-06","6,075.43","6,075.43","6,075.43","6,075.43","","-0.35%"
"2015-07-03","6,096.60","6,096.60","6,096.60","6,096.60","","0.00%"
"2015-07-02","6,096.60","6,096.60","6,096.60","6,096.60","","-0.09%"
"2015-07-01","6,101.79","6,101.79","6,101.79","6,101.79","","0.64%"
"2015-06-30","6,063.13","6,063.13","6,063.13","6,063.13","","0.33%"
